"SPPCODE","lon","lat","bioclim_01","bioclim_04","bioclim_05","bioclim_06","bioclim_12","bioclim_15","bioclim_16","bioclim_17"
"Acrobates_pygmaeus",151.46,-32.88,17.8,4.3,29.1,5.5,861,0.346447190752812,317,129
"Acrobates_pygmaeus",151.33,-32.89,17.3,4.4,28.9,5,817,0.344917796988171,301,122
"Acrobates_pygmaeus",152.51,-32.07,18.1,3.8,27.6,7.1,1180,0.365677988339115,419,171
"Acrobates_pygmaeus",152.76,-31.07,18.3,3.9,28.7,5.7,1168,0.446447223178074,448,120
"Acrobates_pygmaeus",153.16,-30.01,19.2,3.7,28.1,8.2,1368,0.446830829626541,509,151
"Acrobates_pygmaeus",153.18,-30.05,19.3,3.6,28,8.6,1428,0.454563532203029,538,159
"Acrobates_pygmaeus",152.82,-31.31,18.2,3.7,27.9,6.8,1300,0.413669206651367,476,146
"Acrobates_pygmaeus",153.06,-29.89,18.9,3.9,28.5,6.9,1174,0.439665345791958,440,123
"Acrobates_pygmaeus",152.79,-31.37,18.2,3.8,27.9,6.8,1298,0.415069819783577,476,145
"Acrobates_pygmaeus",152.8,-31.37,18.2,3.8,27.8,6.8,1303,0.412338848625275,476,147
"Acrobates_pygmaeus",152.8,-31.36,18.2,3.8,27.9,6.8,1299,0.413196233196967,475,146
"Acrobates_pygmaeus",152.97,-31.2,18.2,3.5,27.1,7.5,1402,0.402988355774591,510,168
"Acrobates_pygmaeus",151.35,-33.5,17.7,3.8,26.9,7.1,1298,0.287397046759414,433,216
"Acrobates_pygmaeus",151.62,-32.94,18.1,4,27.9,6.8,1106,0.328964370496033,388,171
"Acrobates_pygmaeus",151.28,-33.41,16.8,3.8,26.6,6.4,1256,0.303424009966163,435,199
"Acrobates_pygmaeus",151.54,-32.88,17.4,4.2,28.1,5.9,985,0.338802455939103,356,147
"Acrobates_pygmaeus",145.78,-34.35,17,5.8,32.7,3.4,389,0.153246881946663,109,80
"Acrobates_pygmaeus",152.84,-31.1,18.2,3.8,28.2,6.1,1239,0.428183513030374,463,135
"Acrobates_pygmaeus",152.76,-31.48,18,3.8,27.8,6.6,1310,0.415067739604615,478,146
"Acrobates_pygmaeus",151.62,-32.77,18,4.3,29.2,6.1,935,0.345456839181349,336,136
"Acrobates_pygmaeus",150.52,-34.95,16.2,3.6,25.9,6.2,1122,0.217282261974005,347,206
"Acrobates_pygmaeus",152.88,-31.09,18.3,3.7,28,6.5,1268,0.422109859621568,469,141
"Acrobates_pygmaeus",152.66,-31.43,18.2,3.9,28.6,6.5,1256,0.439146617183328,478,131
"Acrobates_pygmaeus",152.84,-31.59,17.7,3.7,26.7,6.7,1395,0.39168176790688,501,170
"Acrobates_pygmaeus",152.76,-30.99,18.3,3.9,28.8,5.8,1150,0.452813641666611,443,116
"Acrobates_pygmaeus",152.82,-31.59,17.7,3.7,26.8,6.6,1392,0.394792833003928,501,168
"Acrobates_pygmaeus",152.84,-30.75,18.4,3.9,28.6,6.3,1328,0.471718206806383,517,133
"Acrobates_pygmaeus",147.46,-33.63,16.9,6.2,33.4,2.5,454,0.112304195477615,122,97
"Acrobates_pygmaeus",152.88,-30.46,18.5,4.1,29.1,5.6,1526,0.501640562047923,619,146
"Acrobates_pygmaeus",150.04,-31.74,12.9,5.3,26.7,1,985,0.180585552156468,300,212
"Acrobates_pygmaeus",150.38,-34.75,16.5,4,27.5,5,948,0.215341116455191,301,178
"Acrobates_pygmaeus",150.62,-32.55,15.2,4.9,28.3,2.6,781,0.247844317714223,260,142
"Acrobates_pygmaeus",151.6,-32.78,18,4.3,29.2,6,924,0.346068578080749,333,135
"Acrobates_pygmaeus",150.9,-33.54,17.8,4.5,29.5,4.9,863,0.328817613578951,316,136
"Acrobates_pygmaeus",151.91,-31.74,16.3,4.6,28.8,3,1119,0.466151746834282,457,121
"Acrobates_pygmaeus",151.38,-33.4,17.5,3.7,26.7,6.9,1299,0.301358675906325,442,210
"Acrobates_pygmaeus",152.8,-31.47,17.9,3.7,27.4,6.8,1346,0.405619918816363,487,154
"Acrobates_pygmaeus",149.78,-33.27,11.4,5.1,25.7,0.1,874,0.134035834764491,240,183
"Acrobates_pygmaeus",149.67,-36.96,13.8,4,24.9,2,892,0.208958863223175,253,170
"Acrobates_pygmaeus",149.4,-37.28,13.4,4.1,24.7,2.4,887,0.137138825574253,255,203
"Acrobates_pygmaeus",150.72,-32.73,15.4,4.8,28.1,2.9,822,0.287928027402952,287,138
"Acrobates_pygmaeus",149.96,-36.56,15.4,3.7,25.2,4,931,0.227178682454959,278,167
"Acrobates_pygmaeus",151.62,-33.18,17.8,3.5,25.9,8,1264,0.288799917955887,422,216
"Acrobates_pygmaeus",150.74,-32.72,15.5,4.8,28.2,3,822,0.291320031258446,288,137
"Acrobates_pygmaeus",150.62,-33.25,15.4,4.7,27.9,2.8,962,0.365839989079582,366,146
"Acrobates_pygmaeus",150.69,-32.56,16.9,5,30.4,3.2,695,0.2996866047483,242,116
"Acrobates_pygmaeus",152.72,-31.74,17.8,3.8,27.1,6.5,1381,0.398862331127377,500,170
"Acrobates_pygmaeus",151.51,-32.95,16.6,4,26.6,6,1106,0.328767670876375,396,167
"Acrobates_pygmaeus",151.88,-30.91,13,4.7,25.5,0.6,847,0.417437212708456,328,117
"Acrobates_pygmaeus",152.18,-31.02,14.1,4.3,25.6,2.2,1063,0.480928404585661,434,119
"Acrobates_pygmaeus",152.7,-30.67,16.7,4.1,27.4,4.4,1530,0.500737744749235,634,147
"Acrobates_pygmaeus",151.76,-31.77,16.2,4.7,29.1,2.6,1061,0.436977984630529,424,126
"Acrobates_pygmaeus",152.55,-31.63,17.2,3.9,27.6,5.9,1470,0.451012069712856,579,158
"Acrobates_pygmaeus",152.35,-32.25,17.5,3.9,27.5,6.3,1213,0.330425824168574,416,188
"Acrobates_pygmaeus",151.16,-33.2,17.2,4.2,28.2,5.5,990,0.348906476050782,369,151
"Acrobates_pygmaeus",153.04,-30.94,18.9,3.4,27.5,8.7,1365,0.417713931836957,503,159
"Acrobates_pygmaeus",151.72,-31.72,14.6,4.7,27.4,1.6,1135,0.38849014049011,435,150
"Acrobates_pygmaeus",152.69,-28.38,17.8,4.4,29.6,3.8,955,0.468977626170906,381,104
"Acrobates_pygmaeus",150.12,-35.72,15.8,3.7,25.6,4.1,1001,0.227737000165242,304,170
"Acrobates_pygmaeus",150.28,-35.68,16,3.4,24.9,5.4,1075,0.217569131764359,320,185
"Acrobates_pygmaeus",150.15,-35.55,15.5,3.8,25.6,4.2,1038,0.207592526868962,311,184
"Acrobates_pygmaeus",148.72,-36.68,11.7,5,26.2,-1.2,534,0.251371422954543,175,99
"Acrobates_pygmaeus",152.99,-29.16,19,4.2,30.1,5,1057,0.49719304947713,419,100
"Acrobates_pygmaeus",152.66,-28.39,17.1,4.3,28.6,3.9,1015,0.459371140227682,399,111
"Acrobates_pygmaeus",153,-29.07,19,4.2,30.1,5.3,1064,0.494940505714396,421,102
"Acrobates_pygmaeus",149.99,-36.47,15.3,3.6,24.9,4.3,959,0.223266605235217,281,171
"Acrobates_pygmaeus",141.23,-37.43,14,3.9,27.6,4.4,655,0.449161390667818,258,78
"Acrobates_pygmaeus",149.36,-37.16,12.4,4.2,24.4,1.2,886,0.144380806917606,253,207
"Acrobates_pygmaeus",147.53,-37.65,13.7,4,26.2,2.5,804,0.179439620915399,239,182
"Acrobates_pygmaeus",147.17,-37.35,10.2,4.4,22.9,0.5,998,0.18596427245238,301,196
"Acrobates_pygmaeus",143.53,-38.53,13.3,3.4,24.9,4.5,958,0.346108946309004,339,137
"Acrobates_pygmaeus",146.38,-37.98,12.6,3.8,24.4,3.4,1065,0.181200330243466,327,214
"Acrobates_pygmaeus",144.95,-35.53,15.9,5.5,31.5,2.9,376,0.186049853432845,114,72
"Acrobates_pygmaeus",153.22,-29.72,19.4,3.6,28.2,8.3,1251,0.440741401730201,461,139
"Acrobates_pygmaeus",144.27,-37.08,13.3,4.8,28.1,2.4,646,0.320197668423574,223,100
"Acrobates_pygmaeus",147.5,-37.5,12.2,4.1,24.7,2,767,0.170704801501678,233,171
"Acrobates_pygmaeus",145.42,-38.08,14.2,3.7,26.3,4.8,821,0.191967623088201,249,149
"Acrobates_pygmaeus",147.33,-37.87,14.2,3.9,26.4,3.1,666,0.162572467197046,190,149
"Acrobates_pygmaeus",145.55,-37.95,12.9,3.8,24.9,4,1146,0.21336750334339,347,197
"Acrobates_pygmaeus",146.47,-38.15,14.1,3.9,26.4,3.9,737,0.197446293982167,229,142
"Acrobates_pygmaeus",142.73,-37.55,13.3,4.1,27,3.8,546,0.27797658212705,180,86
"Acrobates_pygmaeus",145.53,-37.78,13.9,3.9,27.1,4.1,961,0.214429018021508,293,165
"Acrobates_pygmaeus",145.38,-37.82,13,3.8,24.9,4.3,1133,0.211792980967017,341,195
"Acrobates_pygmaeus",148.12,-37.55,14,3.8,25.7,3.8,789,0.170875273669056,235,173
"Acrobates_pygmaeus",147.72,-37.92,14.6,3.5,25.3,4.5,636,0.15229587228986,182,144
"Acrobates_pygmaeus",143.57,-37.68,12.7,4.2,26.5,3.3,669,0.24086318201206,216,112
"Acrobates_pygmaeus",149.57,-37.04,13.6,4.1,25.1,1.8,850,0.17104609442054,243,175
"Acrobates_pygmaeus",152.32,-29.11,14.9,4.3,26,2.1,1047,0.471516205935944,419,116
"Acrobates_pygmaeus",150.26,-35.57,16.1,3.5,25.3,5.4,1080,0.213754682319151,320,189
"Acrobates_pygmaeus",150.64,-32.71,15,4.8,27.8,2.6,822,0.263515334930656,280,145
"Acrobates_pygmaeus",152.46,-30.21,13.1,4.1,23.6,1.7,1219,0.485383599353317,492,130
"Acrobates_pygmaeus",152.82,-31.17,18.1,3.8,28,6.3,1278,0.428749504064951,480,139
"Acrobates_pygmaeus",152.28,-28.95,15.1,4.3,26.1,2.5,1011,0.466117718562741,401,112
"Acrobates_pygmaeus",149.79,-37.24,14.8,3.4,24.4,4.2,866,0.153054893963247,242,183
"Acrobates_pygmaeus",152.75,-29.12,17.4,4.4,29,3.3,1167,0.540762537101311,493,106
"Acrobates_pygmaeus",152.74,-28.66,17.8,4.3,29.4,4.1,1090,0.496122757403906,436,104
"Acrobates_pygmaeus",152.8,-30.13,16.5,4.4,27.6,2.5,1356,0.465817735627011,532,139
"Acrobates_pygmaeus",150.28,-35.53,15.8,3.6,25,5.3,1124,0.20767144603386,330,199
"Acrobates_pygmaeus",152.56,-30.05,14.7,4.4,26.1,0.9,1206,0.494787184190652,486,121
"Acrobates_pygmaeus",151.76,-31.61,14.4,4.7,27.1,1.4,1105,0.410684755319429,431,140
"Acrobates_pygmaeus",149.76,-37.04,13.9,3.8,24.2,2.9,923,0.185196502559559,261,182
"Acrobates_pygmaeus",152.49,-29.87,17.3,4.8,29.8,1.9,1028,0.535769103563252,435,97
"Acrobates_pygmaeus",152.66,-31.65,17.6,3.9,27.5,6.2,1397,0.417908711536381,515,159
"Acrobates_pygmaeus",152.02,-29.57,12.6,4.5,24,0.5,961,0.403124222961221,376,136
"Acrobates_pygmaeus",151.29,-33.06,16,3.9,26,5.7,1073,0.346771842595256,395,157
"Acrobates_pygmaeus",149.38,-37.14,12.3,4.3,24.4,1.1,897,0.148084459769932,256,207
"Acrobates_pygmaeus",152.94,-29.06,18.9,4.3,30.2,4.8,1044,0.503316754751409,418,99
"Acrobates_pygmaeus",152.68,-28.36,17.7,4.4,29.4,3.8,955,0.467187441658173,381,105
"Acrobates_pygmaeus",152.5,-31.31,17.4,3.9,28.4,6,1388,0.500349774465621,573,131
"Acrobates_pygmaeus",152.75,-28.63,18.4,4.4,30.4,4,1021,0.491934228538483,408,99
"Acrobates_pygmaeus",152.76,-29.13,18.2,4.5,30.1,3.3,1085,0.538004949332428,453,97
"Acrobates_pygmaeus",152.25,-32.25,17.4,4,27.9,5.9,1187,0.347802713821282,417,172
"Acrobates_pygmaeus",150.04,-35.62,15.1,4,25.9,3.2,983,0.208035472260491,293,175
"Acrobates_pygmaeus",152.08,-29.49,13.1,4.5,24.6,0.6,943,0.423388166149346,375,127
"Acrobates_pygmaeus",149.57,-37.23,13.7,3.9,24.4,2.8,904,0.143149201667083,257,204
"Acrobates_pygmaeus",152.78,-31.51,17.7,3.7,27.1,6.6,1390,0.409662330525118,504,159
"Acrobates_pygmaeus",152.72,-29.16,16.5,4.2,27.5,3.3,1255,0.531851633919014,527,116
"Acrobates_pygmaeus",152.5,-29.14,17.7,4.6,30,2.6,1049,0.548979174685436,441,96
"Acrobates_pygmaeus",150.02,-35.78,15.2,3.9,25.5,3.2,983,0.224009220022023,296,170
"Acrobates_pygmaeus",152.74,-29.07,16.4,4.1,27.2,3.7,1276,0.524891589051132,532,118
"Acrobates_pygmaeus",142.44,-34.48,17.1,5.3,32.5,4.1,280,0.230732569893765,85,52
"Acrobates_pygmaeus",153.18,-29.18,19.3,3.9,29.4,6.9,1214,0.465133066917394,461,126
"Acrobates_pygmaeus",151.58,-32.09,12.5,4.4,24.1,1.7,1410,0.263995352517714,481,239
"Acrobates_pygmaeus",150.5,-35.03,16,3.6,25.5,6.1,1157,0.211485553757554,353,215
"Acrobates_pygmaeus",150.39,-34.17,15.7,4.8,28.7,2.2,744,0.299823542387499,260,124
"Acrobates_pygmaeus",152.18,-29.58,13.7,4.5,25.2,0.8,981,0.467591793563142,403,116
"Acrobates_pygmaeus",149.82,-37.43,13.8,3.3,22.6,5.1,1052,0.127802069715362,286,239
"Acrobates_pygmaeus",150.66,-33.44,15.4,4.6,27.6,3.1,1115,0.407800958421804,443,157
"Acrobates_pygmaeus",149.41,-36.93,11.8,4.4,24.6,-0.1,838,0.190733894588657,244,171
"Acrobates_pygmaeus",152.38,-30.21,12.5,4.1,22.9,1.5,1150,0.470635903203039,460,133
"Acrobates_pygmaeus",152.48,-31.31,17.1,3.9,28,5.7,1419,0.502534580684228,589,134
"Acrobates_pygmaeus",149.94,-36.05,14.9,3.9,25.3,3,956,0.24538191216634,294,161
"Acrobates_pygmaeus",152.98,-29.15,18.9,4.3,30.1,4.9,1057,0.498824583882291,420,100
"Acrobates_pygmaeus",152.45,-29.98,14.4,4.5,25.9,0.9,1109,0.507188389426106,459,112
"Acrobates_pygmaeus",152.46,-29.97,14.8,4.5,26.5,0.8,1096,0.510342318969633,456,109
"Acrobates_pygmaeus",153.22,-29.75,19.3,3.6,28.1,8.3,1266,0.43985992759509,467,141
"Acrobates_pygmaeus",149.8,-37.25,14.9,3.4,24.4,4.4,859,0.152773676814365,239,181
"Acrobates_pygmaeus",149.54,-37.28,12.7,3.9,23.5,2.5,1012,0.130807801285992,282,232
"Acrobates_pygmaeus",152.57,-29.75,18,4.7,30.3,2.6,1039,0.537913589341496,438,95
"Acrobates_pygmaeus",149.78,-37.17,14.5,3.5,24.3,3.8,880,0.161801612049206,249,183
"Acrobates_pygmaeus",152.06,-32.36,16.6,4.1,27.3,5.6,1320,0.348726474738138,470,184
"Acrobates_pygmaeus",152.4,-29.32,16.6,4.6,28.7,2,1042,0.528846508747695,438,104
"Acrobates_pygmaeus",151.41,-33.19,17.5,3.8,27,6.8,1166,0.326451754214003,414,181
"Acrobates_pygmaeus",151.38,-33.14,17,3.9,26.8,6.3,1118,0.332424306818699,402,170
"Acrobates_pygmaeus",152.73,-30.68,18,4.1,28.9,5.1,1382,0.499056329300951,562,130
"Acrobates_pygmaeus",152.67,-28.35,17.2,4.3,28.7,4,999,0.459843359947467,395,111
"Acrobates_pygmaeus",151.78,-31.96,16.8,4.6,29.4,3.6,1128,0.453010903897787,457,129
"Acrobates_pygmaeus",152.24,-29.1,15.5,4.5,27.2,2,959,0.469415438454218,388,110
"Acrobates_pygmaeus",153.1,-29.07,19.2,4.1,30,6.2,1118,0.477512017875987,433,112
"Acrobates_pygmaeus",152.72,-28.66,17.5,4.3,28.9,4.1,1112,0.496892604023372,444,105
"Acrobates_pygmaeus",153.16,-29.11,19.4,4,29.8,6.7,1174,0.466467811193891,447,121
"Acrobates_pygmaeus",153.13,-30.12,18.4,3.8,27.8,7,1484,0.455690939992903,560,161
"Acrobates_pygmaeus",152.59,-30.09,14.6,4.4,25.9,1,1254,0.489642741415568,505,126
"Acrobates_pygmaeus",152.94,-29.39,18.7,4.3,29.9,4.3,1082,0.501689121159702,431,101
"Acrobates_pygmaeus",153.26,-29.82,19.5,3.5,27.9,9,1323,0.441494355655702,495,152
"Acrobates_pygmaeus",152.59,-30.04,15.1,4.5,26.6,0.9,1208,0.491388091496915,484,121
"Acrobates_pygmaeus",153.16,-30.19,19.2,3.6,27.7,8.8,1530,0.466717280706149,583,168
"Acrobates_pygmaeus",153.18,-29.79,19,3.7,28,7.9,1256,0.438255308320495,464,139
"Acrobates_pygmaeus",153.17,-29.65,19.2,3.7,28.4,7.6,1194,0.444698375942778,441,128
"Acrobates_pygmaeus",153.12,-29.16,19.3,4,29.8,6.3,1141,0.475118298836105,440,114
"Acrobates_pygmaeus",152.72,-28.7,17.1,4.2,28.2,4.3,1169,0.502660967564551,469,109
"Acrobates_pygmaeus",151.08,-33.32,16.6,4.1,27.5,5.2,1044,0.337951126391643,384,160
"Acrobates_pygmaeus",149.79,-34.09,11.7,5.1,25.8,-0.1,807,0.123028223448729,218,170
"Acrobates_pygmaeus",151.44,-33.4,17.5,3.6,26.2,7.4,1336,0.293713969867521,450,221
"Acrobates_pygmaeus",150.02,-31.75,13.1,5.3,26.9,1.1,966,0.183570423494935,296,207
"Acrobates_pygmaeus",153.54,-28.5,20.1,3.4,28.6,9.7,1713,0.415616569241654,629,205
"Acrobates_pygmaeus",153.06,-30.21,17.6,3.9,27.4,5.7,1618,0.46714476872684,630,171
"Acrobates_pygmaeus",153.14,-30.22,19,3.6,27.7,8.4,1551,0.46829742716693,592,169
"Acrobates_pygmaeus",150.22,-35.08,12.5,4.5,24.7,1.3,1058,0.214304792491291,333,203
"Acrobates_pygmaeus",150.64,-34.96,16.9,3.4,25.5,7.6,1161,0.205336846901454,347,223
"Acrobates_pygmaeus",150.4,-34.84,16.6,3.9,27.2,5.5,959,0.221187034677024,304,177
"Acrobates_pygmaeus",150.59,-34.99,16.8,3.4,25.6,7.3,1118,0.203168218908496,332,213
"Acrobates_pygmaeus",150.18,-31.81,12.8,5.2,26.4,1,993,0.174725330596877,302,213
"Acrobates_pygmaeus",151.38,-32.71,17.6,4.6,30,4.9,785,0.349110743008099,291,117
"Acrobates_pygmaeus",150.54,-34.84,16.8,3.6,26.5,6.5,1085,0.21794989862477,338,200
"Acrobates_pygmaeus",151.74,-32.62,18,4.4,29.6,5.8,984,0.343409933522853,347,142
"Acrobates_pygmaeus",151.15,-32.94,17.3,4.5,29.2,4.8,783,0.340434675848991,285,117
"Acrobates_pygmaeus",149.34,-33.68,11.5,5.3,26.4,-0.5,836,0.193171028029909,256,161
"Acrobates_pygmaeus",150.47,-34.81,16,3.9,26.5,5.2,1138,0.21612732973319,359,214
"Acrobates_pygmaeus",150.34,-33.2,15.4,5,28.8,1.7,735,0.284840140370435,254,126
"Acrobates_pygmaeus",151.82,-31.99,16.4,4.6,28.9,3.4,1207,0.44146147955518,484,139
"Acrobates_pygmaeus",150.71,-34.97,17.1,3.2,25.2,8.2,1197,0.209897155855342,364,235
"Acrobates_pygmaeus",150.24,-33.21,14.1,5,27.4,1.3,772,0.249055661537103,258,143
"Acrobates_pygmaeus",151.87,-32.83,18.1,3.9,27.6,7.4,1155,0.298094093266756,390,199
"Acrobates_pygmaeus",150.1,-34.16,12.6,4.9,25.8,0.8,867,0.21435760090812,285,173
"Acrobates_pygmaeus",150.13,-34.19,12.6,4.8,25.7,0.9,868,0.222453718251107,288,171
"Acrobates_pygmaeus",152,-32.78,18.2,3.8,27.4,7.9,1233,0.285429279334039,418,215
"Acrobates_pygmaeus",153.05,-30.44,18.9,3.7,28.1,7.6,1561,0.48047667132698,613,161
"Acrobates_pygmaeus",147.08,-35.81,13.5,5.7,28.8,1.8,812,0.292435136055759,278,136
"Acrobates_pygmaeus",153.29,-29.76,19.5,3.5,27.9,9.1,1334,0.442758114889634,500,153
"Acrobates_pygmaeus",150.58,-34.24,15.9,4.5,27.9,3,799,0.248478398135565,259,140
"Acrobates_pygmaeus",153.02,-29.36,18.5,4.2,29.2,4.7,1138,0.488340059933329,448,109
"Acrobates_pygmaeus",153.04,-30.41,18.8,3.8,28.1,7.4,1581,0.482773341272271,621,163
"Acrobates_pygmaeus",152.46,-28.63,16.2,4.1,27.1,4.3,1110,0.474762800768781,436,114
"Acrobates_pygmaeus",153.07,-30.4,19,3.7,27.9,7.8,1578,0.478362732193233,616,165
"Acrobates_pygmaeus",153.07,-30.39,18.9,3.7,27.9,7.8,1582,0.478468501208692,618,166
"Acrobates_pygmaeus",150.94,-33.36,17.6,4.4,29.4,4.8,882,0.334678985291155,326,140
"Acrobates_pygmaeus",150.25,-33.29,12.2,4.7,25,0.7,942,0.221528026380506,310,186
"Acrobates_pygmaeus",150.23,-33.23,13,4.8,26.1,1,840,0.228646839619594,277,163
"Acrobates_pygmaeus",150.26,-33.29,12.1,4.7,24.9,0.7,963,0.222615024133667,318,190
"Acrobates_pygmaeus",152.06,-29.72,13.7,4.7,25.6,0.5,906,0.469844021135875,376,111
"Acrobates_pygmaeus",151.63,-32.77,18,4.3,29.1,6.1,944,0.344524449455543,337,137
"Acrobates_pygmaeus",152.22,-32.42,17.5,3.9,27.3,7,1312,0.299320574622679,438,215
"Acrobates_pygmaeus",153.26,-29.36,19.3,3.7,28.4,8,1331,0.45751715283238,497,144
"Acrobates_pygmaeus",150.5,-29.84,18.4,5.8,34.1,2,706,0.326987462582705,256,127
"Acrobates_pygmaeus",150.64,-35.07,17,3.3,25.2,8.1,1171,0.195244189694621,351,235
"Acrobates_pygmaeus",151.99,-29.18,13.9,4.6,25.7,1,878,0.381505609810422,336,130
"Acrobates_pygmaeus",150.39,-35.21,16.4,3.5,25.6,6.4,1098,0.215602874041955,333,198
"Acrobates_pygmaeus",150.56,-35,16.8,3.4,25.8,7.2,1094,0.204347872157183,326,207
"Acrobates_pygmaeus",151.69,-29.32,13.3,4.8,25.6,0.4,878,0.345218459450419,322,150
"Acrobates_pygmaeus",151.56,-32.94,18,4.1,28.2,6.4,1027,0.332025039239124,365,157
"Acrobates_pygmaeus",151.04,-34.09,17.4,3.8,26.7,6.8,1099,0.250598356512548,356,195
"Acrobates_pygmaeus",150.57,-34.3,15.4,4.4,27.2,3.1,854,0.236298656341232,273,150
"Acrobates_pygmaeus",150.51,-35.13,16.8,3.4,25.5,7.3,1108,0.202563567099721,326,210
"Acrobates_pygmaeus",150.62,-34.92,17,3.4,25.9,7.4,1116,0.210609636355201,337,210
"Acrobates_pygmaeus",150.45,-34.31,14,4.6,26.3,2.1,854,0.253190661647979,282,147
"Acrobates_pygmaeus",150.91,-34.33,17.5,3.5,26.2,7.7,1175,0.276299998760241,390,192
"Acrobates_pygmaeus",149,-31.28,16.8,5.8,32.1,2.6,717,0.236032516641768,229,155
"Acrobates_pygmaeus",151.57,-32.94,18,4,28.1,6.5,1040,0.331496078187958,369,159
"Acrobates_pygmaeus",151.72,-32.8,18.1,4.1,28.5,6.7,1021,0.326030182317997,346,157
"Acrobates_pygmaeus",150.9,-33.27,17,4.5,28.9,4.4,897,0.348158686541385,334,138
"Acrobates_pygmaeus",150.24,-35.7,16,3.5,25.1,5,1051,0.219746093574015,315,180
"Acrobates_pygmaeus",151.01,-34.17,17.5,3.7,26.5,7.1,1162,0.264741507471109,380,200
"Acrobates_pygmaeus",151.02,-34.14,17.4,3.8,26.6,7,1144,0.259543064994494,373,199
"Acrobates_pygmaeus",151.04,-34.19,17.1,3.7,25.9,7.1,1294,0.273478211522398,428,221
"Acrobates_pygmaeus",151.01,-34.21,16.5,3.7,25.5,6.5,1379,0.278921653958076,461,233
"Acrobates_pygmaeus",152.98,-30.58,18.1,3.8,27.7,6.7,1583,0.478635925638989,621,163
"Acrobates_pygmaeus",152.22,-32.41,17.5,3.9,27.4,7,1299,0.301706601469849,434,212
"Acrobates_pygmaeus",151.56,-33.12,18,3.7,26.9,7.4,1158,0.301391223545096,396,190
"Acrobates_pygmaeus",152.82,-31.2,18.2,3.8,28.1,6.4,1265,0.424297461122876,472,139
"Acrobates_pygmaeus",152.43,-32.31,18,3.7,27.1,7.4,1254,0.292986599338425,430,216
"Acrobates_pygmaeus",151.74,-31.7,16.6,4.7,29.7,2.9,974,0.444944592857371,390,116
"Acrobates_pygmaeus",152.34,-29.39,15.1,4.5,26.7,1.5,1038,0.49220200902029,428,112
"Acrobates_pygmaeus",151.38,-32.69,17.8,4.6,30.4,5,765,0.346380685575527,282,115
"Acrobates_pygmaeus",151.05,-34.1,17.4,3.8,26.5,6.9,1131,0.252810430074089,367,200
"Acrobates_pygmaeus",151.28,-33.64,18.1,3.8,27.2,7.4,1197,0.265663033249949,393,206
"Acrobates_pygmaeus",151.34,-33.37,17.4,3.8,27,6.5,1257,0.312761486372553,439,199
"Acrobates_pygmaeus",149.57,-36.83,12.9,4.3,25.1,0.7,885,0.229202714486307,257,163
"Acrobates_pygmaeus",152.94,-30.87,18.8,3.6,28.2,7.5,1296,0.437828603922845,486,141
"Acrobates_pygmaeus",152.12,-32.72,18.1,3.7,26.9,8.4,1326,0.275219289298286,449,235
"Acrobates_pygmaeus",148.12,-36.53,12.4,5.2,27.6,0.3,766,0.212497182619533,235,137
"Acrobates_pygmaeus",151.15,-33.59,17.3,4,27.5,6.2,1135,0.287814940545374,388,184
"Acrobates_pygmaeus",152.26,-31.13,13.4,4.2,24.4,2.4,1219,0.466436419860034,497,138
"Acrobates_pygmaeus",152.96,-30.53,18.8,3.9,28.8,6.8,1479,0.48614127758484,585,148
"Acrobates_pygmaeus",147.58,-35.86,12.8,5.5,28.3,1,972,0.331126713064943,349,154
"Acrobates_pygmaeus",149.93,-37.31,15.2,3.1,23.5,6.5,865,0.155749088095089,240,178
"Acrobates_pygmaeus",151.28,-33.46,17,3.8,26.7,6.5,1266,0.294431190668657,432,204
"Acrobates_pygmaeus",151.23,-33.1,16.5,4,26.8,5.7,1000,0.352833822054517,371,147
"Acrobates_pygmaeus",151.15,-33.67,17.7,4,27.7,6.5,1113,0.279283209851385,374,184
"Acrobates_pygmaeus",149.95,-37.37,15.4,3,23.3,7.2,872,0.149279721124435,243,186
"Acrobates_pygmaeus",152.11,-32.21,17.1,4.2,28.2,5.3,1146,0.378122861161135,421,149
"Acrobates_pygmaeus",150.94,-33.55,17.7,4.4,29.2,5,894,0.323664538458634,326,140
"Acrobates_pygmaeus",145.7,-34.47,16.9,5.8,32.7,3.4,391,0.161603242639854,110,78
"Acrobates_pygmaeus",149.91,-34.46,13.5,5,27.5,1,663,0.16061503264925,200,139
"Acrobates_pygmaeus",152.26,-31.17,13.7,4.2,24.7,2.5,1248,0.473336780965882,512,138
"Acrobates_pygmaeus",149.97,-36.68,15.5,3.6,25.1,4.2,892,0.227014117377396,271,163
"Acrobates_pygmaeus",152.1,-32.22,16.6,4.2,27.6,5.1,1235,0.377482719884708,453,159
"Acrobates_pygmaeus",149.54,-36.81,11.8,4.4,24.3,0,935,0.228319229034411,273,171
"Acrobates_pygmaeus",151.15,-33.66,17.6,4,27.7,6.5,1120,0.280986954405428,378,184
"Acrobates_pygmaeus",152.7,-30.89,18,4,28.7,5.5,1207,0.477065763052386,478,116
"Acrobates_pygmaeus",151.42,-33.26,17.9,3.8,27.1,7.2,1206,0.321174343954181,421,190
"Acrobates_pygmaeus",150.05,-36.32,15.3,3.5,24.4,4.8,972,0.228415288111546,293,171
"Acrobates_pygmaeus",148.81,-35.41,11.3,5.2,25.4,-0.5,1105,0.180787788545637,340,217
